Customer ID,Tracking Hours Booked,Price per Hour (Tracking),Mixing Hours Booked,Price per Hour (Mixing),Travel Miles,Rate per Mile,Travel Reimbursement, Total Cost ,Date,What genre is your music?,Studio Equipment: U87,Studio Equipment: C414,Studio Equipment: SM57,Studio Equipment: AT3031,Studio Equipment: MD441,Studio Equipment: R-121,Studio Equipment: KM84,Studio Equipment: D12,Studio Equipment: Les Paul Custom,Studio Equipment: Strat,Studio Equipment: Yamaha Kit,Studio Equipment: Bosendorfer,Studio Equipment: Marshall JVM,Studio Equipment: Vox AC,Studio Equipment: Neve Console,Studio Equipment: SSL Console,Studio Equipment: ProTools,"Studio Equipment: 2"" Tape",Studio Equipment: Studio Mic,Studio Equipment: Tube Preamp,Studio Equipment: MIDI Controller,Studio Equipment: Dynamic Mic,Studio Equipment: Condenser Mic,Studio Equipment: Headphones,Studio Equipment: Monitors,Studio Equipment: Synthesizer,On a scale of 1-10, How important is it for the music to have a high-energy feel?,How much warmth do you envision in the overall sound?, Where would you rate the complexity of the instrumental arrangement?,Rate the desired level of brightness for vocals/instruments,How much depth or spaciousness do you want in the mix?, How prominent should the rhythm section be in the final mix?,Rate the desired level of clarity for individual instruments,How much impact or punchiness would you like in the track?,Rate the desired amount of reverb or ambiance for the music, How consistent should the dynamics be throughout the song?,Rate the level of distortion or grittiness desired in the overall sound,How much stereo width do you prefer in the mix? ,Rate the desired balance between vocals and instruments., How much emphasis should be given to the low-end frequencies?,How much emphasis do you want on melodic complexity?,Rate the desired level of rhythmic intricacy.,How much space or airiness do you envision in the overall mix?,Rate the desired level of tension or release throughout the track.,How prominent should the lead instrument(s) be in the mix?,How much variation in tempo or pacing would you prefer?,Rate the desired level of dynamic range in the music.,How important is it for the music to have a consistent groove or feel?,How much contrast or variation between sections do you envision?,Rate the desired level of harmonic richness or depth.
000001,3,100,6,65,0,0.75,0,$690.00 ,10/23/2015,Rock,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,10,6,6,5,3,9,1,5,4,1,8,8,7,1,8,2,6,5,1,10,5,9,9,5
000001,5,100,7,65,30,0.75,22.5,$977.50 ,4/2/2019,Rock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,5,5,1,6,7,4,1,8,1,2,6,5,6,8,6,2,2,8,3,7,9,10,4,2
000001,10,100,2,65,0,0.75,0,"$1,130.00 ",11/11/2020,Rock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,8,2,4,4,1,3,7,6,9,4,7,1,4,4,6,6,3,6,10,9,4,5,1,6
000002,3,100,2,65,0,0.75,0,$430.00 ,5/4/2017,Rock,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,4,6,1,3,6,3,2,10,10,3,8,5,1,1,3,5,1,5,1,5,1,8,7,3
000002,6,100,9,65,49,0.75,36.75,"$1,221.75 ",8/3/2020,Rock,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,1,3,6,9,6,5,8,7,2,10,5,4,4,6,4,2,10,1,9,4,7,1,5,3
000002,8,100,4,65,0,0.75,0,"$1,060.00 ",12/3/2018,Rock,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,1,10,4,9,5,8,3,2,4,9,2,9,9,2,8,3,3,1,1,9,7,8,6,6
000002,10,100,10,65,0,0.75,0,"$1,650.00 ",4/18/2017,Rock,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,7,10,9,1,5,10,10,8,2,4,2,4,4,9,1,7,7,4,8,6,8,8,2,8
000002,7,100,3,65,0,0.75,0,$895.00 ,3/13/2019,Rock,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,3,2,1,9,4,2,5,4,10,10,7,10,1,2,8,9,4,5,3,4,5,1,10,4
000002,9,100,8,65,0,0.75,0,"$1,420.00 ",1/21/2019,Rock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,10,8,4,6,2,5,3,2,4,6,4,6,6,9,9,5,9,4,10,6,1,6,4,1
000002,8,100,7,65,0,0.75,0,"$1,255.00 ",11/27/2018,Rock,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,2,2,1,2,10,3,4,1,3,7,9,4,2,1,8,2,4,7,1,1,5,1,10,9
000002,3,100,2,65,0,0.75,0,$430.00 ,9/10/2020,Rock,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,2,4,5,1,7,7,6,1,4,7,9,6,6,3,1,9,8,2,6,9,8,5,10,7
000003,4,100,10,65,0,0.75,0,"$1,050.00 ",6/17/2018,Rock,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,6,6,5,9,2,9,5,10,5,10,10,4,8,10,5,4,2,5,5,5,6,7,9,6
000003,4,100,7,65,0,0.75,0,$855.00 ,5/25/2018,Rock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,3,4,5,4,10,4,7,5,5,5,9,6,10,10,9,4,4,2,9,6,6,7,1,2
000003,2,100,5,65,0,0.75,0,$525.00 ,1/5/2019,Rock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,2,10,6,8,10,3,9,10,7,5,4,7,2,3,8,8,1,10,5,2,9,2,3,3
000004,8,100,3,65,32,0.75,24,"$1,019.00 ",6/29/2015,Rock,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,1,7,10,2,6,7,2,1,2,7,5,10,8,8,4,3,5,3,9,2,6,1,5,2
000004,2,100,4,65,0,0.75,0,$460.00 ,3/15/2020,Rock,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,4,8,8,9,3,10,6,10,1,10,1,7,8,3,10,5,5,1,9,7,9,5,10,5
000004,9,100,4,65,0,0.75,0,"$1,160.00 ",3/31/2020,Rock,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,10,6,1,2,2,3,5,3,3,2,8,9,8,2,9,3,6,9,1,1,4,8,8,5
000004,7,100,2,65,0,0.75,0,$830.00 ,9/15/2017,Rock,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,6,4,4,1,1,10,3,5,8,1,6,4,8,6,1,9,1,8,6,10,2,9,7,4
000004,9,100,4,65,0,0.75,0,"$1,160.00 ",3/7/2020,Rock,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,7,1,9,6,6,5,2,1,4,6,3,9,3,8,10,7,4,3,6,10,2,7,4,9
000005,6,100,7,65,0,0.75,0,"$1,055.00 ",4/30/2017,Rock,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,1,8,9,6,8,8,7,7,10,2,3,2,4,7,4,4,2,8,8,9,8,4,5,6
000005,6,100,6,65,0,0.75,0,$990.00 ,10/15/2020,Rock,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,10,8,5,7,4,3,8,3,4,9,10,5,8,4,6,4,4,9,5,9,2,3,4,8
000005,6,100,7,65,0,0.75,0,"$1,055.00 ",10/23/2017,Rock,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,3,3,6,6,9,5,1,4,1,3,10,7,6,9,8,9,8,10,10,10,3,3,5,8
000006,8,100,3,65,0,0.75,0,$995.00 ,2/28/2016,Rock,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,2,5,7,10,7,7,3,6,3,2,7,10,3,9,1,6,7,3,2,4,1,9,7,7
000006,7,100,9,65,0,0.75,0,"$1,285.00 ",1/8/2018,Rock,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,2,7,2,10,9,5,5,6,2,5,1,8,6,4,6,10,10,5,7,9,5,9,9,7
000006,4,100,8,65,0,0.75,0,$920.00 ,5/8/2018,Rock,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,10,7,5,7,9,2,6,9,8,2,9,4,9,6,5,6,9,10,7,4,4,5,5,7
000006,6,100,5,65,0,0.75,0,$925.00 ,9/27/2015,Rock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,10,7,10,3,6,4,1,2,10,2,3,9,8,1,3,4,6,10,8,5,7,5,1,8
000007,3,100,6,65,0,0.75,0,$690.00 ,1/26/2016,Rock,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,9,2,7,3,10,4,3,5,9,2,5,10,1,1,7,9,7,6,5,9,9,7,3,2
000007,6,100,9,65,0,0.75,0,"$1,185.00 ",9/18/2020,Rock,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,6,1,3,2,7,7,7,7,7,7,6,2,8,7,7,3,2,9,10,9,6,6,4,10
000007,6,100,7,65,0,0.75,0,"$1,055.00 ",6/23/2016,Rock,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,10,7,6,5,8,9,6,3,8,7,3,3,5,5,3,3,10,6,9,7,10,8,4,7
000007,7,100,8,65,0,0.75,0,"$1,220.00 ",3/14/2016,Rock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,4,1,6,8,6,10,4,9,1,6,3,1,4,9,3,2,4,5,2,5,10,3,10,4
000008,6,100,5,65,0,0.75,0,$925.00 ,8/25/2019,Rock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,9,3,9,3,5,2,10,3,1,6,10,3,2,7,9,4,7,9,7,2,6,4,5,10
000008,9,100,10,65,0,0.75,0,"$1,550.00 ",8/1/2020,Rock,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,10,5,1,1,6,4,7,6,5,7,5,4,9,3,9,1,6,8,3,7,5,5,9,1
000008,10,100,3,65,0,0.75,0,"$1,195.00 ",7/22/2016,Rock,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,4,10,7,3,4,6,9,2,10,1,8,7,6,9,6,8,8,9,9,2,7,6,2,1
000008,6,100,3,65,0,0.75,0,$795.00 ,6/6/2018,Rock,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,10,3,1,2,4,3,3,1,1,6,8,3,10,1,10,9,8,2,8,1,7,4,5,5
000008,2,100,2,65,0,0.75,0,$330.00 ,1/26/2019,Rock,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,2,5,5,5,6,10,2,3,7,7,2,6,1,9,10,3,7,8,4,4,3,5,9,8
000009,6,100,5,65,0,0.75,0,$925.00 ,6/25/2017,Rock,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,8,2,8,9,6,1,9,4,2,1,10,1,9,2,3,8,8,7,1,6,9,3,4,4
000009,3,100,6,65,0,0.75,0,$690.00 ,11/18/2017,Rock,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,8,6,9,7,2,4,4,2,9,7,10,4,7,9,7,5,3,10,7,4,4,2,1,7
000009,4,100,9,65,0,0.75,0,$985.00 ,11/27/2015,Rock,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,7,3,4,10,8,9,8,8,8,7,3,9,10,9,10,9,6,9,2,7,6,1,10,7
000009,8,100,4,65,0,0.75,0,"$1,060.00 ",10/14/2017,Rock,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,3,3,1,2,9,2,9,10,7,1,9,10,3,10,3,8,6,8,7,6,1,4,3,6
000010,5,100,6,65,0,0.75,0,$890.00 ,6/5/2019,Rock,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,6,3,4,1,4,10,10,4,6,3,3,10,6,9,6,5,6,8,4,3,2,9,10,8
000010,10,100,5,65,5,0.75,3.75,"$1,328.75 ",4/10/2019,Rock,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,10,10,7,4,7,1,1,5,5,2,9,9,3,4,2,1,3,5,1,3,9,7,5,8
000010,8,100,6,65,25,0.75,18.75,"$1,208.75 ",7/22/2015,Rock,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,3,1,1,5,10,6,3,7,9,10,2,1,9,7,10,5,5,8,7,5,5,8,8,7
000010,7,100,5,65,0,0.75,0,"$1,025.00 ",11/13/2020,Rock,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,9,6,5,6,6,4,10,8,5,10,4,9,3,10,7,4,4,6,6,5,8,7,5,9
000010,6,100,9,65,0,0.75,0,"$1,185.00 ",7/28/2017,Rock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,5,10,4,2,3,5,2,4,6,6,8,9,4,5,1,8,10,2,6,4,5,9,8,5
